rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_period_outlier,koi_duration_outlier,koi_depth_outlier,koi_prad_outlier,koi_teq_outlier,koi_insol_outlier,koi_model_snr_outlier,koi_steff_outlier,koi_slogg_outlier,koi_srad_outlier,koi_kepmag_outlier,outlier_flag,predicted_confirmed_probability,priority,catalog_fp_flag_count,eb_indicator,contamination_indicator,artifact_indicator,fp_screening_score,fp_risk
8346,10813078,K05831.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.552241908,3.5205e-05,-3.5205e-05,132.652083,0.00413,-0.00413,0.025,0.193,-0.207,2.7355,0.142,-0.142,954.0,20.75,-20.75,1.75,0.13,-0.22,485.0,13.12,4.25,-4.58,12.3,1.0,q1_q17_dr25_tce,4031.0,139.0,-153.0,4.666,0.068,-0.023,0.585,0.044,-0.075,297.45166,48.15691,15.712,0,0,0,0,0,0,0,1,0,0,0,1,0.6133333333333333,Medium,0,0,0,1,1,Low
759,8630788,K01258.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.96,0,0,0,0,148.272013,0.0008254,-0.0008254,138.00557,0.00469,-0.00469,0.883,0.069,-0.612,4.192,0.174,-0.174,1707.4,84.9,-84.9,4.3,1.12,-0.38,321.0,2.51,1.93,-0.66,21.8,3.0,q1_q17_dr25_tce,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.884,0.23,-0.077,294.10818,44.770699,15.773,1,0,0,0,0,0,0,0,0,0,0,1,0.6133333333333333,Medium,0,0,0,1,3,Medium
2583,6432345,K02757.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.998,0,0,0,0,234.635652,0.001384,-0.001384,172.64615,0.00488,-0.00488,0.025,0.405,-0.025,6.965,0.155,-0.155,868.5,37.9,-37.9,2.56,0.25,-0.19,267.0,1.2,0.37,-0.25,26.7,1.0,q1_q17_dr25_tce,5422.0,107.0,-107.0,4.481,0.067,-0.075,0.885,0.088,-0.066,288.15671,41.877972,14.607,1,0,0,0,0,0,0,0,0,0,0,1,0.6066666666666667,Medium,0,0,0,1,1,Low
2581,3545135,K02755.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.995,0,0,0,0,8.48299282,3.908e-05,-3.908e-05,132.96583,0.00372,-0.00372,0.564,0.362,-0.354,2.505,0.11,-0.11,69.1,3.9,-3.9,0.8,0.11,-0.06,879.0,141.04,53.99,-30.47,21.3,1.0,q1_q17_dr25_tce,5827.0,104.0,-116.0,4.471,0.059,-0.11,0.933,0.126,-0.073,291.57422,38.655949,12.147,0,0,0,0,0,0,0,0,0,0,0,0,0.6066666666666667,Medium,0,0,0,0,0,Low
4340,6144039,K04602.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.961,0,0,0,0,2.85855049,2.18e-05,-2.18e-05,132.28415,0.00629,-0.00629,0.972,0.014,-0.71,2.341,0.194,-0.194,85.4,9.1,-9.1,1.23,0.14,-0.13,1212.0,510.14,157.95,-122.77,11.4,1.0,q1_q17_dr25_tce,5441.0,76.0,-76.0,4.415,0.108,-0.081,0.964,0.109,-0.1,297.23273,41.433411,14.636,0,0,0,0,0,0,0,0,0,0,0,0,0.6033333333333334,Medium,0,0,0,0,0,Low
2924,11568987,K00354.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.998,0,0,0,0,7.37867551,3.746e-05,-3.746e-05,135.82271,0.00402,-0.00402,0.513,0.028,-0.461,3.349,0.137,-0.137,125.1,6.4,-6.4,1.11,0.16,-0.06,933.0,178.68,70.35,-31.66,22.3,2.0,q1_q17_dr25_tce,5936.0,94.0,-130.0,4.501,0.019,-0.11,0.965,0.139,-0.05,296.41855,49.5401,13.235,0,0,0,0,0,0,0,0,0,0,0,0,0.6033333333333334,Medium,0,0,0,0,0,Low
7018,5856571,K01839.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.985,0,0,0,0,80.4103783,0.0006001,-0.0006001,171.29626,0.00561,-0.00561,0.913,0.068,-0.638,3.487,0.192,-0.192,591.4,46.8,-46.8,4.93,2.86,-2.86,535.0,19.35,35.61,-16.29,14.0,2.0,q1_q17_dr25_tce,5476.0,179.0,-146.0,3.904,0.693,-0.297,1.673,0.971,-0.971,284.09457,41.182819,13.237,0,0,0,0,0,0,0,0,0,0,0,0,0.5966666666666667,Medium,0,0,0,0,2,Low
113,4544670,K00815.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,34.84398644,4.036e-05,-4.036e-05,172.633252,0.00094,-0.00094,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4523.6,82.5,-82.5,7.61,1.72,-0.91,511.0,16.1,11.1,-5.08,76.8,1.0,q1_q17_dr25_tce,5509.0,166.0,-166.0,4.482,0.081,-0.15,0.871,0.196,-0.105,285.92001,39.624828,15.684,0,0,1,0,0,0,0,0,0,0,0,1,0.5933333333333334,Medium,0,0,0,1,5,High
4130,6369131,K04554.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.971,0,0,0,0,8.0772455,0.0001396,-0.0001396,132.649,0.0149,-0.0149,0.984,0.023,-0.769,7.272,0.344,-0.344,79.2,7.3,-7.3,2.61,0.31,-0.69,1228.0,537.66,180.02,-259.57,12.5,1.0,q1_q17_dr25_tce,5684.0,85.0,-68.0,3.915,0.217,-0.093,2.032,0.247,-0.535,293.43478,41.716881,14.579,0,0,0,0,0,0,0,0,0,1,0,1,0.59,Medium,0,0,0,1,1,Low
4407,6276791,K04477.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,5.30179786,4.201e-05,-4.201e-05,135.9927,0.00532,-0.00532,0.357,0.094,-0.357,2.24,0.155,-0.155,197.2,18.7,-18.7,1.22,0.33,-0.11,973.0,211.8,168.16,-56.35,11.5,2.0,q1_q17_dr25_tce,5749.0,153.0,-170.0,4.547,0.033,-0.187,0.864,0.234,-0.078,289.10422,41.69014,15.466,0,0,0,0,0,0,0,0,0,0,0,0,0.5866666666666667,Medium,0,0,0,0,0,Low
4275,11506654,K04586.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.752,0,0,0,0,75.2116373,0.0006613,-0.0006613,202.30222,0.00603,-0.00603,0.058,0.399,-0.058,3.203,0.199,-0.199,362.6,32.7,-32.7,2.83,0.41,-0.63,516.0,16.78,6.39,-7.13,13.1,1.0,q1_q17_dr25_tce,5818.0,70.0,-79.0,4.165,0.176,-0.108,1.5,0.221,-0.331,291.51758,49.43462,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0.5866666666666667,Medium,0,0,0,0,0,Low
5008,2849140,K03416.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.893,0,0,0,0,11.8237228,0.000239,-0.000239,139.4199,0.0156,-0.0156,0.698,0.271,-0.491,8.518,0.489,-0.489,212.7,17.1,-17.1,1.25,0.25,-0.11,703.0,57.62,35.26,-15.09,14.2,1.0,q1_q17_dr25_tce,5559.0,149.0,-166.0,4.578,0.032,-0.128,0.803,0.164,-0.07,290.73328,38.00721,15.353,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333333334,Medium,0,0,0,0,0,Low
2067,8379705,K02507.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,11.1296971,9.103e-05,-9.103e-05,138.57573,0.00645,-0.00645,0.572,0.383,-0.369,2.942,0.218,-0.218,371.0,30.0,-30.0,1.93,0.62,-0.2,843.0,119.44,115.92,-36.66,14.7,1.0,q1_q17_dr25_tce,6122.0,190.0,-232.0,4.487,0.052,-0.208,0.964,0.309,-0.097,296.60141,44.32526,15.859,0,0,0,0,0,0,0,0,0,0,0,0,0.58,Medium,0,0,0,0,0,Low
6111,3101178,K04963.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.858,0,0,0,0,59.4037839,0.0008493,-0.0008493,159.80356,0.00994,-0.00994,0.94,0.016,-0.661,10.041,0.276,-0.276,123.5,8.2,-8.2,1.65,0.44,-0.37,570.0,24.93,19.91,-11.98,17.0,1.0,q1_q17_dr25_tce,6373.0,179.0,-247.0,4.256,0.204,-0.167,1.209,0.325,-0.266,287.04688,38.231617,11.679,0,0,0,0,0,0,0,0,0,0,0,0,0.5766666666666667,Medium,0,0,0,0,0,Low
8863,9008737,K02768.03,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,11.83271013,5.347e-05,-5.347e-05,137.5928634,8.31e-05,-8.31e-05,0.548,0.041,-0.444,6.152,0.922,-0.922,176.3,28.0,-28.0,1.17,0.3,-0.1,728.0,66.51,51.58,-17.21,12.7,1.0,q1_q17_dr25_tce,5639.0,169.0,-169.0,4.551,0.031,-0.178,0.859,0.22,-0.073,286.39862,45.343529,15.228,0,0,0,0,0,0,0,0,0,0,0,0,0.5733333333333334,Medium,0,0,0,0,0,Low
5734,5992270,K01855.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.025,0,0,0,0,58.4302648,0.0003914,-0.0003914,168.30179,0.00534,-0.00534,0.948,0.122,-0.053,7.18,0.521,-0.521,1849.5,90.1,-90.1,3.45,0.26,-0.34,300.0,1.91,0.54,-0.54,34.1,1.0,q1_q17_dr25_tce,4338.0,118.0,-131.0,4.643,0.056,-0.024,0.609,0.045,-0.061,299.62198,41.212509,14.782,0,0,0,0,0,0,0,0,0,0,0,0,0.5733333333333334,Medium,0,0,0,0,0,Low
4348,11357664,K04464.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.949,0,0,0,0,4.373570433,9.256e-06,-9.256e-06,133.82814,0.00176,-0.00176,0.1,0.387,-0.1,0.623,0.119,-0.119,366.0,30.8,-30.8,1.23,0.08,-0.11,727.0,66.12,19.15,-17.22,14.5,1.0,q1_q17_dr25_tce,4362.0,131.0,-131.0,4.623,0.049,-0.021,0.64,0.045,-0.055,295.30652,49.179668,15.194,0,0,0,0,0,0,0,0,0,0,0,0,0.57,Medium,0,0,0,0,0,Low
3673,8951205,K04099.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.996,0,0,0,0,4.95060632,2.014e-05,-2.014e-05,132.80914,0.00334,-0.00334,0.458,0.012,-0.458,1.719,0.125,-0.125,309.5,21.5,-21.5,1.28,0.22,-0.1,885.0,145.23,77.37,-35.55,17.4,1.0,q1_q17_dr25_tce,5431.0,162.0,-162.0,4.623,0.035,-0.105,0.717,0.12,-0.055,291.20419,45.238392,15.309,0,0,0,0,0,0,0,0,0,0,0,0,0.5666666666666667,Medium,0,0,0,0,0,Low
59,11818800,K00777.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,40.4195037,0.0001139,-0.0001139,173.56469,0.00222,-0.00222,0.911,5.567,-0.118,3.362,0.14,-0.14,6256.0,230.0,-230.0,7.51,1.12,-0.91,467.0,11.29,5.67,-3.57,36.9,1.0,q1_q17_dr25_tce,5446.0,179.0,-163.0,4.507,0.116,-0.105,0.781,0.116,-0.095,294.31686,50.080231,15.487,0,0,1,0,0,0,0,0,0,0,0,1,0.5666666666666667,Medium,0,0,0,1,5,High
2973,4548011,K04288.04,Kepler-1 b,CANDIDATE,CANDIDATE,0.676,0,0,0,0,13.9509565,0.0001968,-0.0001968,144.287,0.0108,-0.0108,0.467,0.494,-0.259,5.231,0.332,-0.332,35.7,3.4,-3.4,0.75,0.12,-0.12,849.0,122.88,57.26,-41.93,11.2,3.0,q1_q17_dr25_tce,5888.0,105.0,-129.0,4.275,0.144,-0.108,1.227,0.207,-0.186,287.37125,39.603569,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5633333333333334,Medium,0,0,0,0,0,Low
4457,12071754,K04914.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.47455167,5.691e-05,-5.691e-05,133.55529,0.00945,-0.00945,0.931,0.023,-0.726,3.71,0.281,-0.281,73.2,8.2,-8.2,1.4,0.23,-0.27,1155.0,419.95,179.81,-162.64,10.8,1.0,q1_q17_dr25_tce,5611.0,84.0,-75.0,4.19,0.182,-0.098,1.312,0.21,-0.257,296.40094,50.558338,14.211,0,0,0,0,0,0,0,0,0,0,0,0,0.56,Medium,0,0,0,0,0,Low
1257,4770365,K01475.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.609321941,3.044e-06,-3.044e-06,178.94178,0.00158,-0.00158,0.016,0.463,-0.016,1.6067,0.0505,-0.0505,728.5,24.4,-24.4,1.57,0.07,-0.08,958.0,199.28,36.07,-33.23,35.3,1.0,q1_q17_dr25_tce,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937,0,0,0,0,0,0,0,0,0,0,0,0,0.5566666666666666,Medium,0,0,0,0,0,Low
8688,10118266,K04755.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,3.74318005,1.612e-05,-1.612e-05,135.13816,0.0035,-0.0035,0.952,0.027,-0.642,1.111,0.128,-0.128,237.5,30.9,-30.9,1.75,0.12,-0.1,999.0,235.28,52.59,-39.81,10.5,1.0,q1_q17_dr25_tce,5207.0,83.0,-83.0,4.516,0.05,-0.055,0.851,0.061,-0.05,280.66519,47.114059,14.924,0,0,0,0,0,0,0,0,0,0,0,0,0.5533333333333333,Medium,0,0,0,0,0,Low
4446,10221505,K04768.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.957,0,0,0,0,3.43633133,8.724e-06,-8.724e-06,132.42697,0.00187,-0.00187,0.114,0.351,-0.114,0.675,0.111,-0.111,473.5,46.8,-46.8,1.44,0.12,-0.13,945.0,188.22,62.33,-49.49,14.5,1.0,q1_q17_dr25_tce,5201.0,156.0,-156.0,4.616,0.072,-0.044,0.651,0.057,-0.057,296.78934,47.234531,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0.55,Medium,0,0,0,0,0,Low
2354,4547603,K02855.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.963,0,0,0,0,1.400755743,3.276e-06,-3.276e-06,132.02177,0.00196,-0.00196,0.413,0.036,-0.413,1.0562,0.0712,-0.0712,144.4,9.4,-9.4,1.3,0.19,-0.19,1628.0,1659.74,651.35,-511.97,19.8,1.0,q1_q17_dr25_tce,5487.0,82.0,-74.0,4.333,0.143,-0.104,1.072,0.156,-0.156,287.19247,39.626148,14.456,0,0,0,0,0,0,0,0,0,0,0,0,0.5433333333333333,Medium,0,0,0,0,0,Low
4141,9413156,K04700.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.83488354,3.374e-05,-3.374e-05,135.08701,0.00713,-0.00713,0.242,0.22,-0.242,2.026,0.214,-0.214,243.0,26.9,-26.9,1.2,0.26,-0.11,1003.0,239.15,160.61,-68.31,10.9,1.0,q1_q17_dr25_tce,5515.0,182.0,-199.0,4.592,0.036,-0.135,0.775,0.164,-0.07,295.36145,45.914841,15.972,0,0,0,0,0,0,0,0,0,0,0,0,0.5433333333333333,Medium,0,0,0,0,0,Low
3136,10973664,K00601.02,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,11.67894236,2.452e-05,-2.452e-05,131.5119,0.00177,-0.00177,0.94,0.015,-0.712,1.2641,0.0515,-0.0515,1185.1,63.8,-63.8,4.17,1.31,-0.44,830.0,112.07,103.8,-32.9,23.1,2.0,q1_q17_dr25_tce,6122.0,169.0,-190.0,4.487,0.052,-0.208,0.964,0.303,-0.101,290.84906,48.416012,14.697,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,Medium,0,0,0,0,2,Low
4506,5612697,K03206.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.819,0,0,0,0,15.1516409,0.0001979,-0.0001979,133.9226,0.0121,-0.0121,0.173,0.275,-0.173,5.105,0.385,-0.385,191.5,20.0,-20.0,1.38,0.0,0.0,736.0,69.25,0.0,0.0,11.4,1.0,q1_q17_dr25_tce,5780.0,157.0,-160.0,4.438,0.07,-0.128,1.0,0.251,-0.111,289.57462,40.807594,11.843,0,0,0,0,0,0,0,0,0,0,0,0,0.5266666666666666,Medium,0,0,0,0,0,Low
8551,5385410,K04323.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.91,0,0,0,0,11.49589567,7.245e-05,-7.245e-05,139.38053,0.00563,-0.00563,0.295,0.149,-0.295,2.256,0.155,-0.155,108.3,9.5,-9.5,1.59,0.46,-0.42,1057.0,295.46,255.66,-156.16,13.2,1.0,q1_q17_dr25_tce,6290.0,170.0,-208.0,4.133,0.252,-0.168,1.506,0.444,-0.4,297.58194,40.5313,13.582,0,0,0,0,0,0,0,0,0,0,0,0,0.5233333333333333,Medium,0,0,0,0,0,Low
4896,5710069,K03396.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.951,0,0,0,0,36.2580749,0.0005005,-0.0005005,146.8338,0.0121,-0.0121,0.786,0.189,-0.531,5.917,0.377,-0.377,380.3,35.1,-35.1,1.82,0.43,-0.15,516.0,16.7,11.45,-4.28,12.5,1.0,q1_q17_dr25_tce,5818.0,145.0,-174.0,4.554,0.04,-0.16,0.848,0.2,-0.071,293.2244,40.931931,15.553,0,0,0,0,0,0,0,0,0,0,0,0,0.5233333333333333,Medium,0,0,0,0,0,Low
1518,10158418,K01784.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,5.007414194,1.164e-06,-1.164e-06,135.024066,0.00018,-0.00018,0.926,0.086,-0.007,1.3584,0.0168,-0.0168,4413.9,28.3,-28.3,8.8,1.42,-0.71,1114.0,363.75,162.95,-82.45,196.6,1.0,q1_q17_dr25_tce,5957.0,107.0,-131.0,4.417,0.063,-0.117,1.042,0.168,-0.084,297.64606,47.167488,13.592,0,0,1,0,0,0,1,0,0,0,0,1,0.5233333333333333,Medium,0,0,0,1,5,High
3917,6103377,K03004.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.981,0,0,0,0,7.03965141,7.836e-05,-7.836e-05,137.41892,0.00969,-0.00969,0.778,0.2,-0.574,3.141,0.265,-0.265,268.7,31.1,-31.1,2.72,0.46,-0.56,1171.0,445.49,192.92,-179.96,9.8,2.0,q1_q17_dr25_tce,5902.0,70.0,-79.0,4.128,0.182,-0.098,1.513,0.256,-0.313,283.94244,41.4716,14.935,0,0,0,0,0,0,0,0,0,0,0,0,0.52,Medium,0,0,0,1,1,Low
216,7380537,K00883.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.997,0,0,0,0,2.688899233,1.9e-07,-1.9e-07,170.1020904,5.61e-05,-5.61e-05,0.001,0.061,-0.001,2.11275,0.00254,-0.00254,37492.0,44.0,-44.0,12.04,1.36,-0.79,929.0,175.76,66.28,-39.88,1011.6,1.0,q1_q17_dr25_tce,4820.0,130.0,-144.0,4.667,0.027,-0.063,0.639,0.072,-0.042,296.68307,42.967869,15.766,0,0,1,0,0,0,1,0,0,0,0,1,0.5166666666666667,Medium,0,1,0,1,7,High
85,3115833,K00797.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,10.181584004,6.188e-06,-6.188e-06,177.141891,0.000483,-0.000483,0.92,0.007,-0.005,3.5089,0.0331,-0.0331,5741.1,53.2,-53.2,7.73,2.17,-0.72,812.0,102.91,86.75,-28.91,183.6,1.0,q1_q17_dr25_tce,5988.0,179.0,-197.0,4.541,0.048,-0.192,0.836,0.234,-0.078,291.28195,38.241669,15.657,0,0,1,0,0,0,1,0,0,0,0,1,0.51,Medium,0,0,0,1,5,High
361,2307199,K00151.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.752,0,0,0,0,13.4471791,1.247e-05,-1.247e-05,132.830555,0.00077,-0.00077,0.963,0.013,-0.008,3.0454,0.0546,-0.0546,1428.2,21.1,-21.1,5.24,1.64,-0.7,848.0,122.34,112.28,-42.14,105.3,1.0,q1_q17_dr25_tce,6276.0,169.0,-206.0,4.405,0.087,-0.203,1.041,0.326,-0.14,292.37476,37.630959,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,Medium,0,0,0,0,2,Low
6922,8158127,K01015.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.705,0,0,0,0,16.9972894,0.0001286,-0.0001286,143.87301,0.00561,-0.00561,0.825,0.142,-0.593,2.585,0.209,-0.209,225.0,22.9,-22.9,3.14,0.43,-0.81,956.0,197.18,72.73,-94.49,11.1,3.0,q1_q17_dr25_tce,5897.0,79.0,-79.0,3.98,0.203,-0.072,1.86,0.259,-0.481,289.09689,44.004379,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5066666666666667,Medium,0,0,0,0,0,Low
4266,8752940,K04730.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.835,0,0,0,0,9.07829171,4.619e-05,-4.619e-05,138.25933,0.00426,-0.00426,0.164,0.406,-0.164,0.783,0.164,-0.164,530.9,99.5,-99.5,3.69,1.76,-1.77,984.0,221.32,339.83,-168.97,7.0,1.0,q1_q17_dr25_tce,5086.0,192.0,-174.0,4.002,0.526,-0.283,1.611,0.771,-0.771,291.58875,44.907509,14.383,0,0,0,0,0,0,0,0,0,0,0,0,0.4966666666666666,Low,0,0,0,1,1,Low
3072,6268648,K01613.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.991,0,0,0,0,20.605501,0.0002593,-0.0002593,146.5069,0.0102,-0.0102,0.705,0.257,-0.477,3.793,0.302,-0.302,37.1,3.6,-3.6,0.85,0.04,-0.03,806.0,99.53,14.09,-13.04,11.1,4.0,q1_q17_dr25_tce,6099.0,79.0,-85.0,4.193,0.016,-0.018,1.308,0.054,-0.054,285.47659,41.632717,11.049,0,0,0,0,0,0,0,0,0,0,0,0,0.4966666666666666,Low,0,0,0,0,0,Low
3735,6140059,K04123.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,44.6226725,0.0007691,-0.0007691,137.942,0.0137,-0.0137,0.931,0.005,-0.651,12.974,0.359,-0.359,131.9,7.3,-7.3,1.73,0.5,-0.35,613.0,33.39,27.93,-15.03,20.6,1.0,q1_q17_dr25_tce,6198.0,169.0,-206.0,4.252,0.204,-0.185,1.239,0.352,-0.256,296.3566,41.455391,13.519,0,1,0,0,0,0,0,0,0,0,0,1,0.49,Low,0,0,0,1,1,Low
4310,3557560,K04456.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.962,0,0,0,0,7.4299322,0.0001552,-0.0001552,138.7701,0.0171,-0.0171,0.826,0.12,-0.623,4.013,0.574,-0.574,164.9,23.0,-23.0,1.81,0.28,-0.33,1024.0,259.7,104.28,-96.76,9.8,1.0,q1_q17_dr25_tce,5635.0,76.0,-76.0,4.23,0.168,-0.112,1.252,0.191,-0.233,294.67126,38.698971,15.128,0,0,0,0,0,0,0,0,0,0,0,0,0.4833333333333333,Low,0,0,0,1,1,Low
2040,8838950,K02421.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.911,0,0,0,0,2.27050106,1.155e-05,-1.155e-05,133.54216,0.00416,-0.00416,0.473,0.465,-0.262,1.903,0.111,-0.111,106.7,7.6,-7.6,0.55,0.03,-0.03,903.0,157.05,38.78,-36.72,15.9,1.0,q1_q17_dr25_tce,4671.0,139.0,-153.0,4.721,0.048,-0.028,0.528,0.028,-0.034,298.41931,45.071442,14.363,0,0,0,0,0,0,0,0,0,0,0,0,0.4833333333333333,Low,0,0,0,0,0,Low
3084,7017274,K03209.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.57,0,0,0,0,6.77067637,5.734e-05,-5.734e-05,133.34914,0.00695,-0.00695,0.127,0.322,-0.127,5.982,0.184,-0.184,65.8,3.7,-3.7,1.9,0.41,-0.61,1499.0,1193.45,655.67,-674.75,19.6,2.0,q1_q17_dr25_tce,6337.0,76.0,-82.0,3.893,0.253,-0.136,2.335,0.503,-0.755,285.92322,42.54985,11.915,0,0,0,0,0,0,0,0,0,1,0,1,0.4833333333333333,Low,0,0,0,1,1,Low
7376,9301564,K07157.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.55,0,0,0,0,23.9830523,0.0009788,-0.0009788,136.7741,0.0313,-0.0313,0.096,0.348,-0.096,8.77,1.7,-1.7,83.2,7.5,-7.5,1.17,0.33,-0.36,718.0,62.83,52.92,-35.89,11.3,2.0,q1_q17_dr25_tce,5696.0,169.0,-152.0,4.178,0.312,-0.168,1.292,0.362,-0.399,298.80557,45.759998,13.863,0,0,0,0,0,0,0,0,0,0,0,0,0.48,Low,0,0,0,0,0,Low
1771,11073656,K02206.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,1.834277283,7.851e-06,-7.851e-06,132.85895,0.00379,-0.00379,0.381,0.088,-0.381,1.7499,0.086,-0.086,286.5,14.3,-14.3,1.64,0.45,-0.2,1459.0,1068.36,901.58,-345.13,24.8,1.0,q1_q17_dr25_tce,5751.0,173.0,-190.0,4.458,0.081,-0.189,0.958,0.268,-0.115,285.96802,48.67905,15.198,0,0,0,0,0,0,0,0,0,0,0,0,0.4766666666666667,Low,0,0,0,0,0,Low
2645,9650989,K03095.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.42390809,1.79e-05,-1.79e-05,132.88326,0.00423,-0.00423,0.213,0.243,-0.213,1.773,0.134,-0.134,153.1,14.0,-14.0,1.25,0.2,-0.08,1212.0,508.75,211.76,-92.51,13.1,1.0,q1_q17_dr25_tce,5788.0,78.0,-86.0,4.442,0.051,-0.119,1.015,0.161,-0.069,292.57336,46.36684,15.067,0,0,0,0,0,0,0,0,0,0,0,0,0.4733333333333333,Low,0,0,0,0,0,Low
6895,11407847,K05895.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.949,0,0,0,0,11.8307724,0.000294,-0.000294,140.1105,0.0234,-0.0234,0.592,0.369,-0.383,8.791,0.532,-0.532,136.0,12.9,-12.9,1.16,0.29,-0.17,770.0,83.17,63.41,-29.6,12.4,1.0,q1_q17_dr25_tce,5550.0,166.0,-166.0,4.411,0.124,-0.186,0.958,0.241,-0.141,294.30084,49.240311,15.337,0,0,0,0,0,0,0,0,0,0,0,0,0.47,Low,0,0,0,0,0,Low
4311,12109267,K04457.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.8,0,0,0,0,79.334347,0.001574,-0.001574,144.0233,0.0147,-0.0147,0.652,0.297,-0.451,10.886,0.527,-0.527,164.9,12.7,-12.7,1.56,0.46,-0.25,500.0,14.73,12.47,-5.58,14.6,1.0,q1_q17_dr25_tce,6384.0,158.0,-206.0,4.33,0.12,-0.195,1.15,0.338,-0.182,290.51242,50.649288,13.815,0,0,0,0,0,0,0,0,0,0,0,0,0.47,Low,0,0,0,0,0,Low
3598,3103212,K04145.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.25424652,3.34e-05,-3.34e-05,133.5121,0.00975,-0.00975,0.665,0.297,-0.439,5.378,0.235,-0.235,82.1,5.2,-5.2,0.96,0.14,-0.08,1220.0,521.81,205.64,-106.85,18.3,1.0,q1_q17_dr25_tce,5692.0,77.0,-86.0,4.421,0.076,-0.114,1.004,0.15,-0.081,287.75903,38.281551,14.359,0,0,0,0,0,0,0,0,0,0,0,0,0.46,Low,0,0,0,0,0,Low
