rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_period_outlier,koi_duration_outlier,koi_depth_outlier,koi_prad_outlier,koi_teq_outlier,koi_insol_outlier,koi_model_snr_outlier,koi_steff_outlier,koi_slogg_outlier,koi_srad_outlier,koi_kepmag_outlier,outlier_flag,predicted_confirmed_probability,priority,catalog_fp_flag_count,eb_indicator,contamination_indicator,artifact_indicator,fp_screening_score,fp_risk
5633,5709889,K02783.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.526887517,1.146e-06,-1.146e-06,131.86561,0.00183,-0.00183,0.292,0.154,-0.292,0.8971,0.0748,-0.0748,119.9,8.4,-8.4,0.58,0.03,-0.05,1238.0,550.37,105.55,-121.16,20.6,1.0,q1_q17_dr25_tce,3945.0,70.0,-78.0,4.721,0.045,-0.021,0.519,0.028,-0.042,293.17096,40.99559,14.694,0,0,0,0,0,0,0,1,0,0,0,1,0.3066666666666666,Low,0,0,0,1,1,Low
8771,6867219,K06783.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.866,0,0,0,0,11.8496351,0.0002042,-0.0002042,140.3663,0.0127,-0.0127,0.607,0.366,-0.394,3.319,0.372,-0.372,183.8,22.6,-22.6,1.31,0.4,-0.13,802.0,97.71,87.81,-28.47,9.6,1.0,q1_q17_dr25_tce,6032.0,180.0,-198.0,4.508,0.05,-0.2,0.929,0.278,-0.093,293.02472,42.325089,15.472,0,0,0,0,0,0,0,0,0,0,0,0,0.3033333333333333,Low,0,0,0,1,1,Low
8015,3346543,K06329.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.709,0,0,0,0,12.4701111,0.0001809,-0.0001809,143.7236,0.0139,-0.0139,0.569,0.402,-0.374,3.616,0.465,-0.465,89.7,13.4,-13.4,2.06,0.31,-0.61,1074.0,313.87,128.52,-166.14,9.3,1.0,q1_q17_dr25_tce,5623.0,93.0,-67.0,3.877,0.233,-0.078,2.109,0.314,-0.627,292.52939,38.489079,14.024,0,0,0,0,0,0,0,0,0,1,0,1,0.3033333333333333,Low,0,0,0,1,2,Low
3166,2832589,K01942.02,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.433703498,8.972e-06,-8.972e-06,133.83759,0.00279,-0.00279,0.952,0.01,-0.647,0.975,0.141,-0.141,258.3,35.8,-35.8,1.66,0.24,-0.12,1112.0,362.64,171.67,-89.31,10.2,2.0,q1_q17_dr25_tce,5251.0,158.0,-158.0,4.592,0.032,-0.097,0.778,0.112,-0.06,286.00674,38.009541,15.409,0,0,0,0,0,0,0,0,0,0,0,0,0.2966666666666667,Low,0,0,0,0,0,Low
5441,5386904,K03813.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.8591441,0.0001155,-0.0001155,132.6666,0.0195,-0.0195,0.932,0.005,-0.009,3.8588,0.0867,-0.0867,2183.6,38.1,-38.1,6.9,2.23,-0.96,1303.0,681.41,636.46,-251.08,81.6,1.0,q1_q17_dr25_tce,6586.0,164.0,-258.0,4.361,0.07,-0.21,1.207,0.391,-0.168,297.94922,40.530708,14.113,0,0,0,0,0,0,0,0,0,0,0,0,0.2966666666666667,Low,0,0,0,0,2,Low
8094,5564082,K06600.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,2.70581614,1.582e-05,-1.582e-05,132.53726,0.00449,-0.00449,0.6199,0.2962,-0.3618,6.56,0.156,-0.156,46.9,1.3,-1.3,0.69,0.25,-0.09,1356.0,799.75,836.22,-251.02,41.8,1.0,q1_q17_dr24_tce,5992.0,148.0,-152.0,4.42,0.098,-0.098,0.961,0.348,-0.123,299.11465,40.748619,10.715,0,0,0,0,0,0,0,0,0,0,0,0,0.2933333333333333,Low,0,0,0,0,0,Low
3772,9456281,K04207.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.701944362,1.49e-06,-1.49e-06,132.00161,0.0017,-0.0017,0.07,0.383,-0.07,0.641,0.1,-0.1,210.8,18.0,-18.0,0.8,0.06,-0.09,1227.0,535.78,161.94,-165.87,17.1,1.0,q1_q17_dr25_tce,4236.0,115.0,-140.0,4.698,0.063,-0.032,0.539,0.044,-0.06,287.80502,46.00116,15.397,0,0,0,0,0,0,0,0,0,0,0,0,0.29,Low,0,0,0,0,0,Low
4549,10155029,K03208.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.333,0,0,0,0,2.131660527,9.485e-06,-9.485e-06,133.13431,0.00339,-0.00339,0.036,0.421,-0.036,1.8585,0.0993,-0.0993,32.2,2.4,-2.4,0.56,0.08,-0.05,1438.0,1010.45,408.09,-247.61,15.7,1.0,q1_q17_dr25_tce,5849.0,105.0,-117.0,4.426,0.076,-0.114,0.997,0.143,-0.095,296.67984,47.173313,11.893,0,0,0,0,0,0,0,0,0,0,0,0,0.29,Low,0,0,0,0,0,Low
8716,3356193,K06331.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.452,0,0,0,0,5.8229815,0.0001006,-0.0001006,133.999,0.0158,-0.0158,0.395,0.074,-0.395,2.8,0.542,-0.542,281.6,49.3,-49.3,1.36,0.33,-0.11,914.0,165.12,119.67,-44.26,8.1,1.0,q1_q17_dr25_tce,5704.0,169.0,-186.0,4.575,0.04,-0.16,0.804,0.192,-0.069,294.87256,38.43446,15.902,0,0,0,0,0,0,0,0,0,0,0,0,0.29,Low,0,0,0,1,1,Low
8321,8096395,K07587.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.897,0,0,0,0,366.088938,0.004884,-0.004884,165.426,0.0107,-0.0107,0.89,0.04,-0.619,11.887,0.231,-0.231,537.9,20.6,-20.6,2.57,0.78,-0.31,257.0,1.03,0.94,-0.34,29.0,1.0,q1_q17_dr25_tce,5941.0,187.0,-208.0,4.464,0.07,-0.196,0.945,0.286,-0.114,291.35892,43.93681,11.616,1,0,0,0,0,0,0,0,0,0,0,1,0.28,Low,0,0,0,1,1,Low
6688,9147029,K05626.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,397.499229,0.003157,-0.003157,418.76194,0.00404,-0.00404,0.5839,0.0017,-0.4824,8.019,0.189,-0.189,2629.7,94.5,-94.5,6.57,3.9,-0.91,293.0,1.73,3.15,-0.64,34.8,1.0,q1_q16_tce,6423.0,170.0,-267.0,4.37,0.066,-0.338,1.231,0.73,-0.17,288.43582,45.519852,15.312,1,0,0,0,0,0,0,0,0,0,0,1,0.28,Low,0,0,0,1,3,Medium
8986,2984990,K07641.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.979,0,0,0,0,3.79437277,5.825e-05,-5.825e-05,132.1265,0.0122,-0.0122,0.05,0.401,-0.05,2.289,0.34,-0.34,83.2,13.4,-13.4,1.36,0.49,-0.61,1383.0,865.53,967.11,-625.6,7.7,1.0,q1_q17_dr25_tce,5455.0,180.0,-147.0,4.025,0.54,-0.216,1.507,0.548,-0.669,290.32401,38.111111,14.816,0,0,0,0,0,0,0,0,0,0,0,0,0.2733333333333333,Low,0,0,0,1,1,Low
861,3962440,K01208.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,700.00298217,0.0,0.0,249.44205,0.0014,-0.0014,0.143,0.2164,-0.1429,7.6525,0.0939,-0.0939,3245.9,66.9,-66.9,6.43,3.55,-0.68,238.0,0.76,1.27,-0.23,60.3,1.0,q1_q17_dr25_tce,6487.0,164.0,-215.0,4.397,0.06,-0.329,1.118,0.617,-0.118,293.61877,39.022572,13.594,1,0,1,0,0,0,0,0,0,0,0,1,0.2733333333333333,Low,0,0,0,1,5,High
7215,8168187,K02209.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.901,0,0,0,0,35.502865,0.001071,-0.001071,150.4186,0.0257,-0.0257,0.783,0.019,-0.557,8.149,0.781,-0.781,115.9,12.0,-12.0,2.18,0.52,-0.35,724.0,64.83,41.23,-21.51,11.0,2.0,q1_q17_dr25_tce,5528.0,88.0,-77.0,3.892,0.12,-0.12,1.839,0.44,-0.293,292.71445,44.082329,14.31,0,0,0,0,0,0,0,0,0,0,0,0,0.27,Low,0,0,0,0,0,Low
5087,6058816,K03500.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.979,0,0,0,0,4.7482669,6.006e-05,-6.006e-05,135.8003,0.0108,-0.0108,0.673,0.292,-0.449,4.947,0.299,-0.299,35.6,3.4,-3.4,1.57,0.21,-0.55,1690.0,1927.62,706.15,-1146.93,12.1,2.0,q1_q17_dr25_tce,6056.0,81.0,-81.0,3.797,0.285,-0.095,2.481,0.343,-0.859,296.35461,41.33556,13.214,0,0,0,0,0,0,0,0,0,1,0,1,0.27,Low,0,0,0,1,1,Low
3262,8320630,K04846.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.862,0,0,0,0,32.526674,0.0009035,-0.0009035,137.3054,0.0265,-0.0265,0.472,0.001,-0.472,6.842,0.653,-0.653,204.9,25.0,-25.0,1.26,0.34,-0.11,525.0,17.91,14.51,-4.92,9.7,1.0,q1_q17_dr25_tce,5668.0,169.0,-186.0,4.545,0.033,-0.187,0.868,0.233,-0.078,298.28214,44.27206,15.23,0,0,0,0,0,0,0,0,0,0,0,0,0.26,Low,0,0,0,1,1,Low
3805,4571844,K04353.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,17.8075656,0.0008324,-0.0008324,146.88323,0.00623,-0.00623,0.474,0.001,-0.473,1.643,0.15,-0.15,1511.0,162.0,-162.0,3.92,1.2,-0.51,742.0,71.56,66.53,-25.4,11.8,1.0,q1_q17_dr25_tce,6194.0,197.0,-241.0,4.45,0.07,-0.21,0.981,0.299,-0.128,294.42126,39.628471,15.574,0,0,0,0,0,0,0,0,0,0,0,0,0.2566666666666666,Low,0,0,0,0,0,Low
6329,7625138,K05406.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,5.71966537,5.105e-05,-5.105e-05,131.78147,0.00788,-0.00788,0.1103,0.3589,-0.1103,3.938,0.195,-0.195,19.1,1.8,-1.8,0.82,0.34,-0.29,1479.0,1131.75,1344.26,-715.95,11.3,1.0,q1_q16_tce,6356.0,151.0,-187.0,3.985,0.301,-0.212,1.865,0.767,-0.665,296.65967,43.27029,11.331,0,0,0,0,0,0,0,0,0,0,0,0,0.2566666666666666,Low,0,0,0,0,0,Low
318,10460629,K01168.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,856.672115,0.009591,-0.009591,228.44988,0.00727,-0.00727,0.1158,0.2441,-0.1157,23.144,0.287,-0.287,858.1,27.7,-27.7,3.87,1.94,-0.75,242.0,0.81,1.22,-0.35,39.2,1.0,q1_q17_dr25_tce,6449.0,163.0,-210.0,4.232,0.163,-0.27,1.309,0.656,-0.254,287.58679,47.600021,13.997,1,1,0,0,0,0,0,0,0,0,0,1,0.2566666666666666,Low,0,0,0,1,1,Low
5003,3236705,K03343.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.864,0,0,0,0,83.2664103,0.0006749,-0.0006749,194.23925,0.00641,-0.00641,0.029,0.411,-0.029,2.813,0.187,-0.187,620.0,66.3,-66.3,2.89,0.43,-0.47,439.0,8.78,3.51,-2.97,10.9,1.0,q1_q17_dr25_tce,5538.0,83.0,-74.0,4.266,0.168,-0.112,1.18,0.175,-0.194,291.85522,38.393131,14.97,0,0,0,0,0,0,0,0,0,0,0,0,0.25,Low,0,0,0,0,0,Low
5444,6507433,K03815.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.7425521,2.574e-05,-2.574e-05,133.13755,0.00472,-0.00472,0.851,0.091,-0.616,1.11,0.149,-0.149,3583.0,488.0,-488.0,7.27,2.47,-0.82,1159.0,426.49,438.63,-143.72,10.9,1.0,q1_q17_dr25_tce,6161.0,193.0,-258.0,4.454,0.054,-0.229,1.053,0.357,-0.119,286.50876,41.922741,15.432,0,0,1,0,0,0,0,0,0,0,0,1,0.25,Low,0,0,0,1,5,High
7655,9596064,K07197.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.74145041,4.48e-05,-4.48e-05,132.0107,0.031,-0.031,0.33,0.119,-0.33,1.712,0.18,-0.18,370.6,39.9,-39.9,1.46,0.22,-0.12,1234.0,547.5,278.89,-151.41,10.9,1.0,q1_q17_dr25_tce,5238.0,184.0,-184.0,4.598,0.032,-0.097,0.764,0.112,-0.066,294.95062,46.242149,16.269,0,0,0,0,0,0,0,0,0,0,0,0,0.2466666666666666,Low,0,0,0,0,0,Low
4373,4048898,K07678.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.967,0,0,0,0,13.0914878,0.0001284,-0.0001284,143.75198,0.00731,-0.00731,0.145,0.311,-0.145,2.037,0.256,-0.256,37.5,5.7,-5.7,0.79,0.12,-0.14,892.0,149.52,62.33,-53.91,8.0,1.0,q1_q17_dr25_tce,5919.0,71.0,-79.0,4.238,0.156,-0.104,1.288,0.209,-0.23,289.24884,39.106541,11.993,0,0,0,0,0,0,0,0,0,0,0,0,0.2433333333333333,Low,0,0,0,1,1,Low
3930,9100953,K04500.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.978,0,0,0,0,14.7510068,0.0001803,-0.0001803,141.1622,0.0106,-0.0106,0.75,0.227,-0.522,2.25,0.295,-0.295,381.1,46.2,-46.2,1.7,0.28,-0.17,629.0,36.94,20.7,-11.13,9.5,3.0,q1_q17_dr25_tce,5295.0,185.0,-185.0,4.548,0.052,-0.097,0.8,0.133,-0.082,295.90503,45.40543,15.85,0,0,0,0,0,0,0,0,0,0,0,0,0.24,Low,0,0,0,1,1,Low
8999,10321972,K07998.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.692,0,0,0,0,122.11555,0.01898,-0.01898,228.38,0.19,-0.19,0.23,0.214,-0.23,16.07,1.3,-1.3,1104.0,106.0,-106.0,2.96,0.9,-0.56,351.0,3.6,3.44,-1.54,12.2,1.0,q1_q17_dr25_tce,5592.0,195.0,-195.0,4.418,0.156,-0.214,0.894,0.273,-0.168,283.2048,47.478271,15.546,1,1,0,0,0,0,0,0,0,0,0,1,0.2333333333333333,Low,0,0,0,1,1,Low
5956,5443320,K05169.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.991,0,0,0,0,21.3684341,0.0001335,-0.0001335,143.72266,0.00532,-0.00532,0.063,0.414,-0.063,1.18,0.172,-0.172,492.8,78.3,-78.3,1.72,0.19,-0.21,551.0,21.86,8.49,-6.95,9.7,1.0,q1_q17_dr25_tce,5204.0,153.0,-153.0,4.515,0.102,-0.077,0.786,0.088,-0.097,290.20547,40.66993,15.47,0,0,0,0,0,0,0,0,0,0,0,0,0.2333333333333333,Low,0,0,0,1,1,Low
7234,4665571,K02393.02,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.766691517,1.273e-06,-1.273e-06,132.19667,0.00138,-0.00138,0.388,0.053,-0.388,1.2638,0.0507,-0.0507,244.0,10.1,-10.1,1.22,0.05,-0.08,1541.0,1334.22,188.87,-238.99,29.5,1.0,q1_q17_dr25_tce,4821.0,76.0,-76.0,4.529,0.06,-0.02,0.788,0.028,-0.051,294.6647,39.783829,14.903,0,0,0,0,0,0,0,0,0,0,0,0,0.23,Low,0,0,0,0,0,Low
4312,8700895,K04523.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.878,0,0,0,0,5.68251605,7.04e-05,-7.04e-05,131.6745,0.0105,-0.0105,0.0,0.462,0.0,3.479,0.327,-0.327,81.2,10.4,-10.4,1.03,0.17,-0.14,1090.0,333.82,142.98,-96.75,9.4,1.0,q1_q17_dr25_tce,5753.0,78.0,-78.0,4.319,0.115,-0.115,1.157,0.189,-0.155,296.04425,44.80529,14.878,0,0,0,0,0,0,0,0,0,0,0,0,0.2266666666666666,Low,0,0,0,1,1,Low
4224,12554634,K04714.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.049602348,8.793e-06,-8.793e-06,132.32639,0.00346,-0.00346,0.435,0.056,-0.413,1.061,0.136,-0.136,186.1,22.4,-22.4,1.08,0.18,-0.08,1203.0,494.57,267.16,-122.06,11.3,1.0,q1_q17_dr25_tce,5356.0,159.0,-159.0,4.589,0.035,-0.112,0.78,0.133,-0.061,289.18149,51.562538,15.277,0,0,0,0,0,0,0,0,0,0,0,0,0.2266666666666666,Low,0,0,0,0,0,Low
4263,8107611,K04656.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.8183717,3.846e-05,-3.846e-05,133.90812,0.00708,-0.00708,0.878,0.067,-0.637,2.687,0.218,-0.218,50.8,5.0,-5.0,1.39,0.4,-0.36,1683.0,1894.37,1608.61,-1002.54,11.8,1.0,q1_q17_dr25_tce,6738.0,189.0,-260.0,4.109,0.209,-0.171,1.692,0.485,-0.436,295.24191,43.972599,13.821,0,0,0,0,0,0,0,0,0,0,0,0,0.2266666666666666,Low,0,0,0,0,0,Low
6822,12071775,K05952.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,164.507439,0.00452,-0.00452,212.7605,0.0209,-0.0209,0.3819,0.0915,-0.3818,11.428,0.623,-0.623,433.8,45.1,-45.1,2.15,0.77,-0.31,346.0,3.39,3.63,-1.19,11.7,1.0,q1_q16_tce,5866.0,169.0,-175.0,4.382,0.114,-0.246,1.02,0.368,-0.146,296.40887,50.585171,15.025,1,0,0,0,0,0,0,0,0,0,0,1,0.2233333333333333,Low,0,0,0,1,1,Low
1506,5108214,K01924.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,2.11913005,2.116e-05,-2.116e-05,132.59,0.00929,-0.00929,0.67,0.006,-0.511,4.141,0.261,-0.261,28.7,1.6,-1.6,1.35,0.12,-0.15,2090.0,4512.1,1134.6,-1121.81,21.5,1.0,q1_q17_dr25_tce,5799.0,78.0,-78.0,3.813,0.078,-0.052,2.377,0.212,-0.26,294.2869,40.21381,7.837,0,0,0,0,0,1,0,0,0,1,1,1,0.2166666666666666,Low,0,0,0,1,1,Low
1147,11153121,K01647.03,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,6.33027476,7.168e-05,-7.168e-05,133.86213,0.00807,-0.00807,0.3288,0.1072,-0.3286,3.67,0.277,-0.277,89.2,9.8,-9.8,1.02,0.38,-0.15,1046.0,283.31,316.95,-100.51,9.8,3.0,q1_q17_dr24_tce,5900.0,173.0,-188.0,4.363,0.114,-0.25,1.07,0.4,-0.153,298.29495,48.775459,14.167,0,0,0,0,0,0,0,0,0,0,0,0,0.2166666666666666,Low,0,0,0,1,1,Low
4610,10676750,K04804.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.78,0,0,0,0,21.08678557,8.39e-05,-8.39e-05,135.5636,0.00278,-0.00278,0.702,0.253,-0.478,0.978,0.108,-0.108,499.6,58.9,-58.9,2.08,0.52,-0.17,651.0,42.44,31.53,-11.29,11.0,1.0,q1_q17_dr25_tce,6084.0,165.0,-202.0,4.542,0.044,-0.176,0.863,0.217,-0.072,296.09842,47.992699,15.185,0,0,0,0,0,0,0,0,0,0,0,0,0.2133333333333333,Low,0,0,0,0,0,Low
1967,9006186,K02169.04,Kepler-1 b,CANDIDATE,CANDIDATE,0.993,0,0,0,0,2.19251903,3.267e-05,-3.267e-05,132.2332,0.0104,-0.0104,0.616,0.362,-0.407,1.845,0.333,-0.333,18.1,3.2,-3.2,0.37,0.05,-0.01,1225.0,533.25,177.99,-78.86,6.6,4.0,q1_q17_dr25_tce,5450.0,108.0,-108.0,4.563,0.017,-0.094,0.842,0.093,-0.033,285.20749,45.38435,12.404,0,0,0,0,0,0,0,0,0,0,0,0,0.2133333333333333,Low,0,0,0,1,1,Low
8945,12600735,K00548.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.813,0,0,0,0,6.0799457,0.0001125,-0.0001125,136.444,0.015,-0.015,0.097,0.354,-0.097,2.706,0.655,-0.655,55.1,7.8,-7.8,0.86,0.14,-0.08,1101.0,348.11,144.15,-77.43,7.3,2.0,q1_q17_dr25_tce,6008.0,77.0,-83.0,4.35,0.076,-0.123,1.168,0.186,-0.109,289.50067,51.68573,14.02,0,0,0,0,0,0,0,0,0,0,0,0,0.2133333333333333,Low,0,0,0,1,1,Low
7822,9693803,K07224.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,13.4959496,0.0002598,-0.0002598,142.1992,0.02,-0.02,0.2136,0.2748,-0.2133,2.085,0.358,-0.358,253.6,45.6,-45.6,1.62,0.73,-0.15,784.0,89.25,120.55,-26.11,7.3,1.0,q1_q17_dr24_tce,5962.0,174.0,-220.0,4.464,0.047,-0.047,1.019,0.456,-0.095,283.11642,46.442699,15.669,0,0,0,0,0,0,0,0,0,0,0,0,0.21,Low,0,0,0,1,1,Low
4292,10003058,K04519.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.898,0,0,0,0,148.568877,0.001881,-0.001881,139.60402,0.00733,-0.00733,0.243,0.221,-0.243,4.399,0.316,-0.316,404.4,41.5,-41.5,5.97,1.14,-1.94,555.0,22.49,11.31,-12.8,11.6,1.0,q1_q17_dr25_tce,5814.0,87.0,-79.0,3.68,0.293,-0.098,2.985,0.567,-0.971,288.01013,46.978519,14.744,1,0,0,0,0,0,0,0,1,1,0,1,0.21,Low,0,0,0,1,3,Medium
2471,6370120,K02811.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.35477049,5.925e-06,-5.925e-06,131.64321,0.00346,-0.00346,0.24,0.235,-0.24,1.618,0.141,-0.141,145.3,12.6,-12.6,0.8,0.04,-0.06,1102.0,348.9,83.34,-85.51,14.8,1.0,q1_q17_dr25_tce,4414.0,132.0,-145.0,4.621,0.03,-0.03,0.689,0.034,-0.049,293.72894,41.70121,15.169,0,0,0,0,0,0,0,0,0,0,0,0,0.21,Low,0,0,0,0,0,Low
8277,2861126,K04957.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.997,0,0,0,0,4.98792404,3.257e-05,-3.257e-05,133.6552,0.0061,-0.0061,0.069,0.382,-0.069,1.618,0.156,-0.156,346.2,39.5,-39.5,0.73,0.06,-0.08,485.0,13.07,3.5,-3.55,9.7,1.0,q1_q17_dr25_tce,3606.0,57.0,-72.0,4.859,0.045,-0.036,0.395,0.036,-0.044,293.2811,38.082241,15.555,0,0,0,0,0,0,0,1,0,0,0,1,0.2066666666666666,Low,0,0,0,1,2,Low
7825,10659624,K07354.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.582,0,0,0,0,43.2675604,0.0008243,-0.0008243,136.4574,0.0149,-0.0149,0.818,0.145,-0.612,8.331,0.4,-0.4,69.1,8.0,-8.0,1.61,0.25,-0.46,664.0,45.99,18.53,-23.68,10.0,1.0,q1_q17_dr25_tce,5747.0,77.0,-77.0,4.018,0.262,-0.087,1.729,0.265,-0.492,289.36646,47.923851,13.468,0,0,0,0,0,0,0,0,0,0,0,0,0.2033333333333333,Low,0,0,0,0,0,Low
5781,7671950,K07846.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.939,0,0,0,0,10.5994606,0.0002278,-0.0002278,134.8329,0.0202,-0.0202,0.671,0.296,-0.453,9.484,0.403,-0.403,128.8,12.9,-12.9,1.28,0.4,-0.14,896.0,152.67,144.22,-50.97,11.2,1.0,q1_q17_dr25_tce,6194.0,193.0,-258.0,4.445,0.054,-0.202,1.069,0.333,-0.119,287.81284,43.362549,15.284,0,0,0,0,0,0,0,0,0,0,0,0,0.2033333333333333,Low,0,0,0,0,0,Low
2626,6029239,K00304.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.786,0,0,0,0,5.518195,0.006657,-0.006657,136.584,0.488,-0.488,0.243,0.222,-0.243,1.81,3.2,-3.2,27.1,14.3,-14.3,0.46,0.06,-0.02,969.0,208.54,79.99,-36.23,5.2,2.0,q1_q17_dr25_tce,5767.0,92.0,-126.0,4.538,0.021,-0.119,0.881,0.123,-0.044,287.08997,41.373878,12.549,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Low,0,0,0,1,1,Low
3973,6937529,K04382.02,Kepler-1 b,CANDIDATE,CANDIDATE,0.334,0,0,0,0,3.98167088,5.262e-05,-5.262e-05,134.9767,0.0108,-0.0108,0.2076,0.2343,-0.2076,3.609,0.283,-0.283,44.7,5.4,-5.4,0.79,0.38,-0.09,1356.0,798.79,1117.56,-264.03,10.3,1.0,q1_q17_dr25_tce,6484.0,155.0,-225.0,4.377,0.067,-0.283,1.173,0.56,-0.143,288.16397,42.481079,14.144,0,0,0,0,0,0,0,0,0,0,0,0,0.2,Low,0,0,0,0,0,Low
8462,11904704,K07489.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.565713361,2.319e-06,-2.319e-06,131.66357,0.00331,-0.00331,0.23,0.224,-0.23,0.954,0.166,-0.166,86.4,11.6,-11.6,0.81,0.12,-0.08,1917.0,3197.67,1496.47,-939.37,11.6,1.0,q1_q17_dr25_tce,5220.0,157.0,-157.0,4.48,0.086,-0.105,0.881,0.125,-0.094,286.03839,50.294441,14.722,0,0,0,0,0,1,0,0,0,0,0,1,0.2,Low,0,0,0,1,1,Low
4322,11337012,K04666.01,Kepler-1 b,CANDIDATE,CANDIDATE,1.0,0,0,0,0,12.4019263,0.0002695,-0.0002695,141.1769,0.0206,-0.0206,0.924,0.051,-0.624,4.043,0.736,-0.736,211.1,26.9,-26.9,1.49,0.32,-0.15,713.0,60.93,40.95,-16.79,9.5,1.0,q1_q17_dr25_tce,5555.0,167.0,-150.0,4.514,0.074,-0.147,0.832,0.182,-0.084,284.04172,49.138199,15.355,0,0,0,0,0,0,0,0,0,0,0,0,0.1966666666666666,Low,0,0,0,1,1,Low
5846,6974658,K02925.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.716531851,1.284e-06,-1.284e-06,131.7213,0.00147,-0.00147,0.887,0.075,-0.624,0.655,0.114,-0.114,78.9,6.3,-6.3,1.11,0.33,-0.2,2034.0,4063.57,3514.37,-1622.22,17.9,1.0,q1_q17_dr25_tce,5552.0,149.0,-149.0,4.349,0.18,-0.198,1.03,0.304,-0.187,298.29819,42.434368,13.458,0,0,0,0,0,1,0,0,0,0,0,1,0.1966666666666666,Low,0,0,0,1,1,Low
9093,9521317,K07940.01,Kepler-1 b,CANDIDATE,CANDIDATE,0.896,0,0,0,0,188.881049,0.001156,-0.001156,280.06822,0.00328,-0.00328,0.504,0.452,-0.299,1.49,0.124,-0.124,325.8,30.6,-30.6,1.86,0.41,-0.19,330.0,2.79,1.83,-0.82,12.9,1.0,q1_q17_dr25_tce,6077.0,163.0,-199.0,4.471,0.052,-0.157,0.999,0.22,-0.102,289.67508,46.131882,12.85,1,0,0,0,0,0,0,0,0,0,0,1,0.1833333333333333,Low,0,0,0,1,1,Low
